Loan.Id,Current.Loan.Amount,Term,Credit.Score,Years.in.current.job,Annual.Income,Monthly.Debt,Years.of.Credit.History,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Loan.Status
1963,18216,1,723,4,40480,306.64,18.5,0,7950,11938,1
1964,16768,0,748,2,142728,1407.06,18.6,0,21894,37299,1
1965,11466,0,624,10,75105,1858.85,16.7,1,8498,10214,0
1966,11187,0,709,2,40680,366.12,13.7,0,5749,6103,1
1967,10815,1,685,6,29496,796.39,9.3,0,15729,22502,1
1968,14910,0,744,3,52583,779.97,15.9,0,20633,41938,1
1969,5857,0,732,1,87858,1068.94,12.4,0,10638,30480,1
1970,11957,1,716,10,259064,2547.47,20.8,0,17769,21028,1
1971,16302,0,709,10,45423,594.28,14.9,0,5249,5146,1
1972,100000000,0,744,1,70056,323.43,13.7,0,123,2676,1
1973,29267,1,684,7,119912,795.41,19.3,0,8023,16373,1
1974,23621,0,-1,5,-1,524.82,19.4,1,24783,34469,1
1975,8038,0,746,10,54577,714.04,16.1,1,6315,12098,1
1976,25541,1,711,2,230368,2418.86,15.8,0,25551,30933,1
1977,12176,1,678,3,60504,1109.24,15,1,2944,6959,0
1978,19956,0,746,1,73678,656.96,27.4,0,14526,27721,0
1979,28126,0,-1,2,-1,3496.41,26,0,50872,53833,1
1980,18682,1,663,8,46768,810.65,12.1,0,12182,25700,0
1981,100000000,0,712,5,43366,264.17,12.8,0,3543,6205,1
1982,34608,1,660,7,89981,2317.01,13.9,0,5708,6920,1
1983,9549,0,729,9,54281,428.37,25.8,0,4679,6030,1
1984,21668,0,680,8,70546,975.88,16.9,0,15259,18451,1
1985,17928,1,696,7,123676,1752.08,12.1,0,2284,19192,1
1986,15024,1,685,3,90900,2636.1,10.2,0,31530,58935,1
1987,10025,0,745,10,91228,1520.46,15.7,0,22631,35197,1
1988,19536,1,702,1,63492,1354.5,16.2,0,13615,22653,1
1989,100000000,0,741,7,54142,803.1,9.5,0,8291,18800,1
1990,100000000,0,750,10,151982,155.78,19.2,0,6289,28716,1
1991,100000000,0,739,5,39960,689.31,20.8,0,7744,12592,1
1992,10697,0,-1,10,-1,568.72,21,0,17647,24577,1
1993,35543,0,722,4,121860,951.52,25.6,0,35403,63790,0
1994,20124,1,662,1,44579,686.14,20.7,0,5708,5837,0
1995,15989,0,-1,8,-1,1000.3,22.6,0,25074,42499,1
1996,11236,0,-1,5,-1,534.37,16.3,0,5168,11434,1
1997,34262,0,-1,10,-1,2078.11,19.2,0,23975,34153,1
1998,1996,0,721,5,39916,618.7,13.3,0,5514,21128,1
1999,11285,1,-1,9,-1,1185.47,15,0,10792,29247,1
2000,15105,0,750,6,103218,578.87,13.1,0,18260,31321,1
2001,13670,0,719,10,51792,595.61,29,0,9890,24976,1
2002,5057,0,729,10,108720,649.6,14.2,0,1947,2528,1
2003,23986,1,711,9,89946,1259.24,20.2,0,14970,18689,1
2004,5889,0,739,2,50057,529.76,8,0,5625,12363,1
2005,100000000,0,745,1,59406,608.91,17.8,0,18638,38428,1
2006,14654,1,-1,9,-1,149.22,17.9,0,6418,16127,1
2007,4960,0,-1,8,-1,1689.38,21.9,0,4684,11100,0
2008,34157,1,695,6,102470,1349.18,17.5,0,39446,63316,1
2009,7926,0,-1,4,-1,448.29,12.2,0,4824,7632,1
2010,8166,0,-1,1,-1,615.88,13.1,0,9555,17468,1
2011,7703,0,-1,1,-1,861.07,23.3,0,12124,14821,1
2012,13903,0,738,10,109995,1374.94,25.5,0,20410,24040,1
2013,10241,0,748,9,96265,478.12,19,0,207,15912,1
2014,3044,0,-1,3,-1,1144.69,16.5,0,11017,17972,1
2015,11095,0,729,10,65559,1048.94,11.4,0,23904,24416,1
2016,6945,1,726,10,46770,500.05,29.7,0,6864,12301,0
2017,22528,0,-1,3,-1,906.65,22.8,0,10711,15367,1
2018,17900,1,715,5,40624,771.86,14.6,0,26286,77539,1
2019,3800,0,-1,6,-1,693.67,16.4,0,158,12163,1
2020,23334,0,747,2,66450,1018.89,11.2,0,25768,38346,1
2021,16266,0,692,3,50830,809.04,7.4,0,5206,7724,1
2022,25508,0,711,1,190792,2262.47,26.2,0,44303,60195,1
2023,14603,0,-1,3,-1,786.04,21.5,0,8382,13389,0
2024,12000,1,700,8,72300,759.15,11.9,0,17971,17899,1
2025,100000000,0,735,5,38075,679.01,19.9,0,12684,15717,1
2026,20152,1,711,1,78593,99.55,28.5,1,582,10989,1
2027,8503,0,-1,3,-1,497.93,12.4,0,16827,32993,0
2028,24098,0,747,10,73770,694.67,43.3,0,14745,20945,1
2029,8976,0,709,10,61803,808.59,17.2,2,3487,8633,0
2030,28129,0,722,9,75345,954.37,17.7,2,32300,37955,1
2031,8658,0,-1,3,-1,594.06,17.5,0,9046,20939,1
2032,29670,0,732,3,111757,1154.83,15.2,0,17414,28784,1
2033,11028,0,-1,4,-1,2178.75,18,0,27510,33879,0
2034,12144,0,743,1,70840,1003.57,12.6,0,15068,26907,1
2035,10107,0,704,4,82877,1205.87,17.4,0,18158,22641,1
2036,5056,0,-1,9,-1,808.96,10.9,0,15043,21551,1
2037,19229,0,704,9,65013,1619.9,19.3,0,19005,29329,1
2038,9781,0,-1,4,-1,632.51,16.8,0,5622,12038,0
2039,19544,1,720,10,49837,1050.73,38.6,0,16841,37425,1
2040,10226,0,716,5,60965,1503.79,19.3,0,38656,48502,0
2041,15357,0,-1,6,-1,1767.76,16,0,25689,50371,0
2042,9288,0,743,4,62635,250.55,22.3,1,11953,26213,1
2043,9891,0,-1,6,-1,714.62,9,0,14849,19487,1
2044,19900,1,732,1,74625,1212.66,10.7,0,1563,22987,1
2045,6333,0,736,3,59370,295.86,14,0,8614,9497,1
2046,14694,0,737,10,58776,1126.54,23,0,22227,30078,1
2047,20525,1,739,7,112401,2201.18,14.7,0,54151,115707,0
2048,20048,1,716,3,44717,667.02,21,0,28439,44715,0
2049,4184,0,-1,3,-1,1360.2,18,0,14699,22932,0
2050,12196,0,-1,10,-1,716.16,19.4,0,7188,28300,1
2051,3326,0,727,1,66521,643.04,9.8,0,3286,7659,1
2052,16828,1,740,9,64344,1351.21,18.6,0,18318,38646,1
2053,14675,0,717,10,81528,1148.19,16.3,0,24190,27211,1
2054,29367,1,689,2,89041,1156.04,17.1,0,13431,26648,1
2055,12027,1,699,2,58908,986.71,20.8,0,8843,13258,0
2056,12229,0,734,3,71333,894.64,16,0,15159,35837,1
2057,15856,1,730,3,89190,1256.09,16.2,0,6193,14269,0
2058,6229,0,706,10,131497,1577.97,31.4,0,9725,11468,1
2059,17577,1,706,3,39892,511.94,31.7,0,11636,29238,0
2060,8178,0,738,2,45999,624.82,28.1,1,10069,21888,1
2061,7086,0,-1,5,-1,5491.73,30,0,26302,30267,1
2062,3721,0,737,2,110638,695.18,13,0,3725,10349,1
2063,35511,0,733,10,111606,1255.57,15,0,61007,69405,1
2064,10191,0,715,6,79490,973.75,5.5,0,8907,12336,1
2065,100000000,0,703,1,45825,912.69,32,0,17174,36698,1
2066,100000000,0,738,5,54170,731.29,14,0,12938,31945,1
2067,19740,1,-1,3,-1,673.26,14,0,19540,20041,1
2068,18369,0,745,10,91845,694.96,17.2,0,5863,12138,1
2069,6037,0,718,7,104645,1168.53,14.4,0,22152,26851,1
2070,4016,1,-1,4,-1,93.55,20.5,0,3528,4717,1
2071,13440,0,700,10,79056,1054.08,33.3,0,12422,14229,1
2072,2744,0,-1,-1,-1,209.93,37.4,0,9580,21385,0
2073,29298,0,736,3,107426,2470.8,16,0,23984,47028,1
2074,17864,1,722,4,51040,871.94,34.7,0,17002,35129,1
2075,11821,1,735,10,62554,920.06,31,0,12957,41134,0
2076,19729,0,681,10,56078,1434.66,13.8,1,9094,16504,0
2077,100000000,0,746,5,64350,906.27,10.9,0,5684,16056,1
2078,4159,0,693,8,35647,781.27,20.6,0,22283,36116,0
2079,9809,0,703,10,63759,224.75,28.3,0,2252,4906,1
2080,21145,0,751,10,65449,1554.4,30.4,1,9887,13599,1
2081,100000000,0,742,10,82900,1229.69,18.5,0,6563,11596,1
2082,8733,0,708,10,24953,409.64,17.6,0,8636,26168,1
2083,10452,0,707,1,29059,380.19,13.6,0,6704,10219,1
2084,100000000,0,739,-1,43450,1068.15,19.6,0,17474,48005,1
2085,15734,1,716,10,108174,1054.7,24.4,0,8534,17416,0
2086,7964,0,736,1,73667,1387.4,19.7,0,6609,8366,1
2087,11876,0,700,-1,65975,923.65,11.7,2,7775,8423,0
2088,8089,0,-1,1,-1,677.36,10.4,0,9948,41624,1
2089,11017,0,720,10,41223,896.6,21.3,0,19037,25831,0
2090,31169,1,735,10,98950,832.83,17.8,0,12414,39411,1
2091,4915,0,745,2,23633,234.95,11.3,0,2186,7460,1
2092,7980,0,740,1,89775,724.19,21.3,0,4225,4891,1
2093,2286,0,-1,10,-1,1535.56,20.8,0,17674,26942,1
2094,12325,0,732,8,73365,322.81,16.7,0,8643,13786,0
2095,3257,0,738,1,9622,95.26,25.2,0,1586,35237,1
2096,100000000,1,654,6,60822,1262.06,11.3,0,16590,28167,1
2097,20176,0,742,10,85748,2272.32,22,0,10127,17644,1
2098,4602,0,726,1,24012,409.2,9.9,0,1932,6708,1
2099,12312,0,728,8,59574,992.9,16,0,12050,16484,1
2100,12112,0,733,10,65935,939.57,21.6,0,30895,32936,1
2101,100000000,0,701,6,75540,1277.89,14.9,1,5668,6946,1
2102,15372,0,-1,10,-1,1554.28,19.3,0,12202,31449,1
2103,7810,0,-1,10,-1,217.83,17.6,1,5252,6649,1
2104,11199,1,713,10,56152,664.47,33.8,0,36336,49571,0
2105,27513,1,699,3,109242,1256.28,14.3,0,46359,98219,1
2106,17309,0,740,10,73310,989.69,14.3,0,10093,27353,1
2107,1832,0,723,10,28496,337.19,20.6,0,8464,11196,1
2108,2812,0,-1,2,-1,260.68,11.8,0,7407,9969,1
2109,5926,0,729,3,28386,662.34,18.2,0,5794,13860,0
2110,21633,0,749,1,51918,1189.79,23.5,0,16321,46235,1
2111,100000000,0,736,5,72276,435.46,13.5,0,14617,22627,1
2112,20272,0,742,2,60816,1130.16,25.8,0,19482,49447,1
2113,6161,0,709,5,30426,796.15,12.5,0,3761,5988,0
2114,5047,0,-1,1,-1,231.76,11.8,0,7502,14128,1
2115,100000000,0,721,10,51163,643.8,16.8,1,9736,10939,1
2116,21076,1,666,5,71874,736.7,13.9,0,20063,21186,1
2117,24466,0,-1,10,-1,875.66,14.7,0,92182,153637,1
2118,3969,0,724,4,55569,1014.13,21.9,0,7433,12009,1
2119,11230,0,712,7,66508,448.93,18.7,0,4544,6653,0
2120,15747,0,715,9,47242,744.06,16,0,4913,11452,1
2121,25540,0,737,8,100117,1401.64,14,0,19783,25527,0
2122,3994,1,702,7,20966,321.48,10.5,0,3060,4192,0
2123,19722,1,660,5,58753,1184.86,12.8,0,15964,16965,1
2124,6135,0,736,-1,66463,713.92,18.4,0,6553,8892,1
2125,16128,1,721,7,36288,795.31,34.4,0,22448,44364,0
2126,4879,0,-1,1,-1,120.86,14.9,0,229,5593,1
2127,14793,0,683,2,40138,752.6,10.9,0,11689,16168,1
2128,19790,1,-1,10,-1,1570.16,18.7,0,11136,26576,1
2129,28255,0,723,10,129165,1872.89,26.5,2,35711,50582,1
2130,13684,1,729,9,195480,4153.95,17.1,0,32734,38601,0
2131,17639,0,-1,3,-1,587.11,9.6,0,5405,12426,1
2132,19848,0,718,6,142527,1912.23,26.4,0,31153,32051,1
2133,19606,0,719,2,49015,771.99,14.5,0,4022,24676,1
2134,12965,1,725,3,48868,1425.31,15,0,14485,19160,1
2135,6417,0,736,10,62200,1487.61,22.7,0,8940,17773,1
2136,17896,0,721,10,47722,974.32,28.3,0,8724,9442,0
2137,12101,0,731,5,34573,746.2,11,0,17974,51502,0
2138,100000000,0,714,3,57338,429.09,11.7,0,2619,12776,1
2139,11722,0,738,8,63492,480.42,17.1,0,20468,25974,0
2140,12184,1,701,9,49230,742.56,14.4,0,3035,5117,1
2141,8630,0,747,5,81630,379.58,13.8,0,7704,90637,1
2142,15282,1,739,1,75391,678.52,16.2,0,15153,33748,1
2143,25093,1,703,2,75278,1593.37,13.1,0,13793,30787,0
2144,2486,0,716,7,43749,284.37,40.7,1,10868,17501,1
2145,28230,0,744,6,110902,2307.69,22.9,0,28893,51229,1
2146,2451,0,-1,1,-1,366,20.6,0,5857,11242,0
2147,18660,0,742,10,52051,1045.37,17.6,0,17644,35148,1
2148,8099,0,747,-1,43533,234,39.6,0,4530,14758,1
2149,11947,0,-1,1,-1,962.42,32.5,0,18453,35972,1
2150,3933,0,714,-1,47323,1214.64,20,4,2492,12652,1
2151,4954,0,748,3,20807,156.58,13.3,0,6009,26127,1
2152,1978,0,747,5,54401,652.81,16.7,0,7715,19097,1
2153,13072,1,672,2,75413,1263.16,16,0,8847,22744,1
2154,34335,0,733,3,91949,1432.88,15.5,0,19882,60801,1
2155,17549,1,741,2,136104,2143.65,35.7,0,14321,19353,1
2156,10195,0,736,1,30585,374.67,14,0,3852,12150,1
2157,14679,1,725,10,83181,949.65,16,0,15812,21810,1
2158,23923,0,-1,4,-1,1440.05,16,0,145044,417995,1
2159,100000000,0,750,10,66029,357.66,22.1,0,24356,49504,1
2160,100000000,0,742,10,49784,871.22,17.9,0,17840,19307,1
2161,4889,0,714,6,57684,428.31,24.3,1,13057,28140,1
2162,15206,0,-1,5,-1,517.87,11.5,0,10976,57468,1
2163,100000000,1,674,10,84584,1043.19,12.6,1,8993,19721,1
2164,13231,1,703,6,53943,903.55,11.3,0,9371,17816,1
2165,24705,0,718,3,138348,2259.69,12,0,10000,49998,1
2166,100000000,0,700,1,55205,1064.54,12.6,0,17088,26411,1
2167,10112,0,739,1,18202,153.2,19,0,7239,9903,0
2168,9130,0,735,1,39480,103.64,21.5,0,2731,36906,0
2169,100000000,0,742,10,72749,598.36,27.3,0,5467,19809,1
2170,100000000,0,750,10,50950,1061.46,36.6,0,76549,140458,1
2171,24948,1,702,7,56293,453.63,19,0,15367,26632,0
2172,11972,0,750,1,81811,1629.41,9,0,7789,14060,0
2173,14657,1,720,1,83054,754.4,15.1,2,15121,33159,1
2174,19908,1,674,10,67687,817.89,5.9,0,13814,19402,1
2175,3153,1,678,4,29559,299.53,16.5,0,1945,1971,0
2176,29928,0,705,2,127693,4192.58,27.2,0,55757,76379,1
2177,10013,0,734,1,91118,1556.6,18.5,0,5556,7509,0
2178,100000000,1,726,10,158656,1599.78,26.8,0,35968,54497,1
2179,6886,0,744,9,23609,208.54,14.2,0,5971,22448,1
2180,7917,0,-1,10,-1,499.66,37,0,7879,14894,0
2181,15829,1,-1,10,-1,1379.25,17.1,0,6116,13743,1
2182,12271,0,738,10,75672,1292.74,29.6,2,29878,40707,1
2183,3012,0,747,10,55220,814.5,17.2,0,102,6827,1
2184,17653,1,720,6,68649,1270.01,12.1,0,15645,30980,1
2185,21481,0,699,5,102290,1977.6,25.1,0,33271,38242,1
2186,3288,0,745,2,10117,147.71,12.3,0,443,4568,1
2187,20314,1,715,4,85639,1370.22,17.2,0,20376,30873,1
2188,30288,0,-1,9,-1,1655.74,32.5,0,39996,65140,1
2189,34909,1,685,9,177537,2751.83,18.4,0,24173,33204,1
2190,23801,1,644,10,75960,189.9,10.4,0,10421,18218,0
2191,10984,0,-1,2,-1,949.64,17,0,16891,27243,1
2192,19864,1,-1,10,-1,1328.41,17.4,0,14557,27888,1
2193,12030,1,676,1,70175,748.54,11.2,0,605,1603,0
2194,24635,1,737,2,91967,950.33,14.8,0,4585,14373,0
2195,1988,0,728,2,29814,395.04,11,0,3013,13885,0
2196,7391,0,716,6,17797,223.94,10.5,3,4307,19400,1
2197,25205,0,732,4,98799,1457.28,13.6,0,17466,22683,0
2198,100000000,1,722,2,38345,293.98,13.1,0,10941,13694,1
2199,100000000,0,699,8,72956,1392.25,29.8,0,18880,26296,1
2200,6632,0,736,10,45221,674.54,21.7,0,3320,9652,1
2201,25860,0,-1,2,-1,938.03,9.9,0,19946,47948,0
2202,10023,0,743,10,75173,410.94,16.9,0,14543,18432,1
2203,3915,0,693,1,24470,69.53,6.8,0,2572,3033,1
2204,10026,0,-1,4,-1,521.2,13.9,0,10244,16337,1
2205,16833,0,742,5,78984,868.82,12.5,0,7667,23519,0
2206,12073,0,-1,9,-1,1040.89,17.7,0,63,1811,0
2207,23443,1,709,2,122100,1658.53,16.2,0,18573,25689,0
2208,11893,0,709,10,54511,758.61,16.5,0,20283,31495,1
2209,18073,0,745,5,96729,1039.84,10.9,0,6925,17755,1
2210,24070,0,-1,10,-1,1695.4,21.7,0,46431,82618,1
2211,5274,0,-1,5,-1,1039.75,15.9,0,9264,19709,0
2212,24437,0,727,10,55328,700.83,16.9,0,15477,20608,1
2213,100000000,0,744,1,60642,803.51,14.1,0,3905,9103,1
2214,3472,0,-1,7,-1,632.71,25.1,0,18160,19217,1
2215,19982,0,738,5,56949,977.62,21.8,0,11088,17572,0
2216,5813,0,727,8,33657,768.49,11.6,0,7166,13969,0
2217,4388,0,732,10,58506,999.48,17.5,0,30600,41860,1
2218,8684,0,-1,10,-1,756.31,43.9,0,5275,131876,1
2219,17685,0,719,10,113970,1073.21,17.6,0,9785,11106,1
2220,20024,1,709,4,110132,2487.15,16.5,0,16956,40276,1
2221,10101,0,741,1,65657,612.8,16,1,13214,50435,1
2222,33172,1,692,10,130676,431.23,20.2,0,16273,44830,1
2223,2030,0,703,8,47696,1097,12,1,4237,10645,1
2224,5123,0,-1,6,-1,762.61,20,0,10452,15126,1
2225,16357,0,751,10,156412,1199.16,24.5,0,13995,116627,1
2226,4160,0,660,1,25058,127.37,6.9,0,3277,13709,1
2227,5909,0,733,10,98480,638.48,17.4,0,5282,38841,0
2228,5149,0,747,-1,66993,323.25,18.5,0,7834,13625,1
2229,10624,0,705,10,29580,322.92,12,2,8216,13209,0
2230,13959,0,727,1,44870,459.91,10.8,0,5348,5486,0
2231,8134,0,717,-1,50835,482.93,14.4,0,5783,9150,1
2232,3501,0,736,10,44013,26.04,18.8,1,2607,8604,1
2233,23636,0,737,10,104276,2042.06,19.6,0,38828,49150,1
2234,16264,0,734,1,57941,714.6,9,0,15280,32101,1
2235,19980,1,675,2,91908,1539.46,15.4,0,31835,33058,1
2236,15614,0,669,2,43916,171.64,11.6,0,7457,7808,1
2237,9662,0,712,6,47746,376.4,19.8,1,7830,20025,1
2238,9722,0,699,5,123640,2215.23,36.3,1,5528,7179,1
2239,10205,0,-1,4,-1,584.06,17,0,12972,20237,1
2240,13745,0,-1,10,-1,1316.97,20.2,1,3249,6698,1
2241,5012,0,742,1,35081,839.01,31.2,0,22839,39721,0
2242,14933,0,746,5,114483,2022.53,11.8,0,17248,24500,0
2243,100000000,1,677,5,53009,1612.35,11.2,0,18768,29464,1
2244,100000000,0,726,-1,21920,57.72,57.7,1,1639,3416,1
2245,10051,0,742,5,50255,942.28,46,0,33303,68808,0
2246,35430,0,721,10,90611,1495.08,9.5,0,20176,26168,1
2247,15990,0,708,1,74955,438.49,16.8,0,9212,37756,1
2248,9778,0,-1,10,-1,1483.62,28,0,96180,101029,1
2249,6308,0,741,5,78856,391,10.2,0,14730,24069,1
2250,19800,0,745,-1,74250,680.63,44.7,0,27482,95094,1
2251,100000000,1,670,2,60426,1193.41,15.2,0,19948,20844,1
2252,24788,1,673,2,94193,1876,13.1,0,29344,37573,1
2253,19712,0,736,10,43366,638.57,23.6,0,3800,5811,0
2254,4994,0,749,7,49935,694.93,23.3,0,5881,15982,1
2255,32092,1,713,-1,71880,1539.42,19,0,51662,59656,1
2256,15755,0,746,10,118164,1280.11,13.4,0,12242,19777,1
2257,22595,1,-1,9,-1,549.8,17,0,19872,65801,1
2258,2162,0,743,10,31440,992.98,17.7,0,1899,10102,0
2259,7015,0,-1,-1,-1,506.02,21.7,1,8261,16622,1
2260,6724,0,740,3,51959,835.67,11,0,4015,6216,1
2261,30750,1,623,10,83538,1406.22,24.5,0,40219,74756,0
2262,7962,0,736,10,76630,1947.69,28.4,0,97307,158738,1
2263,3953,0,748,4,49514,763.34,11,0,2397,10198,1
2264,100000000,0,742,10,68985,626.61,16.1,0,25099,34429,1
2265,34433,1,-1,3,-1,1701.16,21.2,0,39230,72246,0
2266,9798,0,-1,10,-1,757.88,13.2,0,14960,26761,0
2267,5366,0,-1,-1,-1,498.99,16.5,0,5107,7123,1
2268,5897,0,-1,5,-1,0.9,15.7,1,1,0,1
2269,8503,0,712,2,100030,1175.35,16.3,1,8007,11504,1
2270,14955,0,723,1,99700,1556.15,19,0,14619,16445,1
2271,20738,1,-1,10,-1,1448.34,22,0,38088,42273,1
2272,5556,0,711,-1,12636,262.19,20,0,10309,18777,1
2273,25651,0,-1,-1,-1,590.76,27.7,0,17306,29735,0
2274,11767,0,734,10,72564,1862.48,31.5,0,27352,47158,1
2275,8699,0,728,10,71638,943.24,17.2,0,8481,11057,0
2276,6129,0,693,2,66398,741.44,20.9,2,4641,15731,1
2277,7838,0,-1,5,-1,846.55,12.9,0,11296,22149,0
2278,5451,0,728,3,30281,43.4,16.8,0,592,16433,1
2279,35119,1,696,1,83635,1261.5,24.9,0,35015,46255,1
2280,11371,0,-1,-1,-1,355.28,16.7,0,7019,15563,1
2281,100000000,0,726,10,82113,507.05,19.7,0,13108,28684,1
2282,17759,1,740,10,35518,652.04,16.4,0,13594,19731,1
2283,34321,1,706,7,101002,1515.03,14.8,0,29096,40188,1
2284,14951,0,748,2,51828,794.7,21.8,0,22433,46931,0
2285,5037,0,709,2,44668,547.19,15.6,0,2383,16319,1
2286,100000000,0,749,10,81824,1159.17,17.7,0,67515,119074,1
2287,6004,0,-1,10,-1,272.16,13.7,0,8447,10301,1
2288,14229,1,-1,7,-1,991.81,17.8,0,28334,40886,0
2289,8176,0,731,6,35770,587.22,10.3,1,4364,13511,1
2290,10123,0,748,10,80984,816.59,17.9,0,33084,43819,0
2291,34612,1,648,4,73179,780.57,15.5,1,48,9691,0
2292,13283,0,744,8,78712,721.52,14,0,8677,44498,1
2293,35746,0,723,9,192729,3180.02,24.3,0,71924,88576,1
2294,11747,0,707,1,97890,2210.68,18.4,0,8584,10771,1
2295,12945,1,-1,7,-1,839.71,21.1,0,30906,43469,0
2296,19604,0,-1,10,-1,2340.13,24.5,0,3696,3823,1
2297,100000000,1,718,10,60729,1103.24,9.2,0,5623,8418,1
2298,2249,0,685,3,48548,1318.88,7.4,0,13163,20126,1
2299,5077,0,702,10,60924,1025.55,14.4,0,4410,9955,0
2300,25141,0,731,10,70819,1079.99,22.6,0,34840,37422,1
2301,11700,1,620,1,39080,840.22,6,0,9351,13772,0
2302,8954,0,-1,10,-1,587.12,11.5,0,9268,18801,1
2303,100000000,0,747,1,75368,734.83,26,0,20981,48123,1
2304,2000,0,675,3,46005,973.77,17.8,0,11231,15708,1
2305,15978,0,-1,1,-1,1788.22,30,0,17695,34030,1
2306,16011,0,734,1,115081,414.29,19,0,8611,33637,1
2307,10174,0,748,7,33574,609.93,11.4,0,3744,25128,1
2308,12025,0,741,6,62631,1221.31,12.5,0,17758,32886,1
2309,9827,1,-1,1,-1,1103.95,10.6,0,9329,9339,1
2310,12678,0,-1,3,-1,707.88,19.4,0,15408,25940,1
2311,5474,0,741,2,24438,177.98,8.8,0,6040,22878,1
2312,100000000,0,699,9,50854,1148.45,20.5,0,13065,14263,1
2313,34422,1,730,10,89091,898.33,27,0,34131,52753,1
2314,24948,1,686,10,128961,898.43,17.7,0,20160,30499,1
2315,9882,0,738,1,65221,548.95,20.4,0,16479,26795,1
2316,9962,0,710,1,59772,1001.18,21.3,1,4156,8957,1
2317,6473,0,669,8,156767,1567.67,21.9,1,29265,40873,1
2318,2153,0,-1,4,-1,316.18,12.8,0,2615,3139,1
2319,4962,0,729,10,29769,471.34,24,0,11285,22707,0
2320,14699,0,-1,5,-1,489.95,20,0,20153,42248,1
2321,17613,0,-1,10,-1,1642.18,23.6,0,52342,139208,0
2322,20426,0,-1,10,-1,926.65,16.2,0,17089,40689,1
2323,5075,0,-1,1,-1,754.5,19.2,0,40943,88621,0
2324,8135,0,-1,9,-1,896.14,15.5,0,4826,7118,1
2325,3015,0,738,1,20102,321.63,18.1,0,7689,8145,0
2326,100000000,0,724,10,64672,673.67,15.4,0,4520,5356,1
2327,15347,0,723,1,79984,1039.79,11.9,0,16123,21906,1
2328,24583,1,-1,10,-1,1226.17,17.6,0,38445,68652,1
2329,100000000,1,613,9,72519,682.89,17.2,1,8234,12865,1
2330,19656,1,681,10,43243,18.74,31.7,1,19,6224,1
2331,19774,0,-1,10,-1,583.23,15.7,0,9983,12463,1
2332,30018,0,747,5,88053,77.05,21.4,0,4269,15083,1
2333,100000000,0,739,6,56106,481.58,9.1,0,5582,11726,1
2334,20130,0,-1,1,-1,682.07,20.5,0,2276,13004,0
2335,3946,0,-1,5,-1,198.21,23,0,3930,15594,1
2336,8835,0,714,10,52208,591.69,21,0,8843,20376,1
2337,16390,1,689,10,80771,1117.33,15.2,0,10962,28924,1
2338,14998,1,-1,10,-1,1066.72,12.4,0,4239,13764,0
2339,9435,0,-1,-1,-1,798.72,43.7,0,4636,6493,0
2340,8015,0,726,10,72137,925.76,17.7,0,2501,4410,1
2341,6505,0,-1,10,-1,437.79,18,0,19463,27528,1
2342,23532,0,725,10,66086,1365.77,17.1,1,17966,52531,1
2343,23777,1,-1,2,-1,643.96,18,0,17783,67874,0
2344,13710,1,-1,9,-1,905.85,15.7,1,13370,19576,1
2345,9936,0,673,2,47693,376.77,8.2,0,3788,8850,1
2346,13923,0,-1,6,-1,694.91,19.5,1,6635,10549,1
2347,12043,0,-1,10,-1,800.37,23,0,18335,34335,1
2348,13050,1,721,10,48936,1353.9,25.8,0,12639,25177,1
2349,100000000,0,737,7,35493,712.83,13.2,0,9995,17144,1
2350,4640,0,-1,9,-1,923.01,16,0,1906,5605,1
2351,24918,1,668,10,62357,1522.56,34,0,20711,20794,0
2352,6962,0,728,10,44753,451.25,39.3,1,5603,17401,1
2353,8658,0,715,7,49751,320.89,9,0,9873,18250,1
2354,2049,0,-1,10,-1,1480.18,24.7,0,14864,18039,0
2355,6442,0,739,-1,55517,127.69,32.5,0,5895,11697,0
2356,5021,0,-1,5,-1,655.25,23,1,4052,17464,1
2357,8142,0,748,8,44779,316.43,14.7,0,2229,8844,1
2358,100000000,1,644,7,83530,1364.31,9.8,0,6267,8838,1
2359,10381,1,691,10,42514,538.52,13.2,0,8671,23123,0
2360,5870,0,725,2,35222,584.1,16.4,0,4253,7436,1
2361,3636,0,-1,7,-1,1266.84,11.8,0,11526,34203,1
2362,26516,1,-1,10,-1,820.13,24.5,0,33753,83964,1
2363,25050,0,-1,10,-1,1172.64,13,0,37415,44277,1
2364,19654,0,745,10,84512,1359.24,10.7,0,14855,28189,1
2365,100000000,1,641,2,29706,297.06,12,0,6652,8917,1
2366,16285,0,740,3,162848,1954.18,36.9,0,39051,44990,0
2367,5495,0,713,2,63085,379.56,7.3,0,638,9666,1
2368,6406,0,713,1,49280,587.25,14,1,9256,19404,1
2369,100000000,1,696,10,41756,949.96,14,0,10380,24656,1
2370,14412,0,723,7,80064,565.78,25.7,0,15054,17107,1
2371,10347,0,743,10,100511,837.59,15,0,22566,28783,1
2372,11935,0,720,4,34811,626.6,15,1,8476,13020,0
2373,3981,0,746,-1,8659,207.82,14.1,0,6289,12332,1
2374,6480,0,747,4,44086,451.88,9.2,0,558,23259,0
2375,6397,0,734,1,41332,492.54,8.1,0,6157,8961,0
2376,8018,0,-1,10,-1,395.09,26.9,1,8021,19563,1
2377,16444,0,708,3,45775,1312.21,24,1,12552,19799,0
2378,100000000,1,701,4,91400,1553.81,9.4,0,11099,53104,1
2379,6043,0,715,2,41488,803.49,11.4,0,4789,5036,1
